student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
3fd49289f9bcc893b3519733e104ee9d,38,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every month,4,
33db526ecd9dcd693d4be4c0efe7096a,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,200000-250000,No,No,once every day,once every day,1,
1b665d4e737dd0f29a644f83f9f20f41,39,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,200000-250000,No,No,once every day,once every day,6,
20f553f46a918b10b7cbab56910aa9d4,42,34,Higher National Diploma (full-time),Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,1,
77efe49d6ab697d7adeb402be630b00a,43,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once more than a year,10,
04c0489eb5a7a68fabe5a605134ee6b2,38,38,Undergraduate (part-time),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,0-100000,Yes,No,once every day,once every day,1,
0708277a79e5bf65a65cc25934174e50,42,41,Undergraduate (full-time),Postgraduate,Public Sector,Public Sector,0-100000,Yes,No,once every month,once every six months,10,
810af8e158ff4b9d47283a1436d22039,41,39,Undergraduate (full-time),Undergraduate (full-time),Collective Enterprise,Collective Enterprise,250000-300000,Yes,No,once every day,once every day,25,
0d25b4a95c358151cd140e8f44e4ea71,43,43,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,100000-150000,No,No,once every day,once every day,3,
d76046a3a28193210120d9fe39da643a,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,Yes,once every day,once every day,2,
ce20d1d73adc63972e2720347f0aa00b,45,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Unknown,100000-150000,No,No,once more than a year,once every day,3,
d265d651878488e4daf4b34db34a7ce2,40,40,Secondary School (Academic Route (Senior)),Higher National Diploma (full-time),Unknown,Unknown,300000 and above,Yes,No,once more than a year,once every day,5,
1bf6fe82fa524993804925301e229f36,41,37,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Others,Others,0-100000,No,No,once every day,once every day,2,
81bdade3c93e95c50d3ce68f25e51f05,42,41,Higher National Diploma (full-time),Higher National Diploma (full-time),Public Sector,Public Sector,300000 and above,No,No,once every day,once every day,6,
f7b550f4f953deb4489176e63a3d72eb,36,34,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Others,0-100000,No,No,once every six months,once every six months,2,
06d7b90ce27e07a84474f71db3c0e408,34,33,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,1,
55ea3b3116be3d7da065b3dc873d9942,44,42,Secondary School (Vocatioinal Route),Undergraduate (part-time),Public Sector,Unknown,100000-150000,Yes,No,once every six months,once every day,6,
c711dc5f356712d9ef9162d4703d29b8,40,42,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Public Sector,Unknown,100000-150000,Yes,No,once every month,once every day,5,
b8ab07e99977eb9456c6fd8dcea1e5d9,39,37,Secondary School (Vocatioinal Route),Undergraduate (part-time),Foreign-funded Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every week,once every day,3,
8f4e4e76b94a8d8837b43e05bf6e3698,45,43,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,300000 and above,No,No,once every day,once every day,4,
1ebfa999b36acaeeb6ff6603c570d830,40,39,Secondary School (Vocatioinal Route),Undergraduate (part-time),State-owned Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,3,
b27643b97b0349f0379a471c0d667582,45,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Public Sector,Collective Enterprise,0-100000,No,No,once every day,once every day,5,
4bbca315475b8b200e6485c9f2eb185d,48,40,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Others,Sole Trader,0-100000,Yes,No,once every day,once every day,0,
361fc1f64bfedcb685c2e879203ba67f,43,43,Primary School,Secondary School (Academic Route (Junior)),Collective Enterprise,Unknown,100000-150000,No,No,once every day,once every day,20,
36301959caf7f5c73973d506cde18fc1,47,44,Undergraduate (full-time),Undergraduate (full-time),Public Sector,Public Sector,150000-200000,Yes,No,once every day,once every day,2,
7f9a59b308be32d0ca3463f48c1e2a0d,40,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Others,0-100000,No,No,once more than a year,once every day,0,
9e632496676a97e17f225f923e0bb31d,35,36,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,1,
55f19f2534e01f939751e74bcc65b910,35,34,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Others,100000-150000,No,No,once every day,once every day,3,
2e8ce567a7b1b61a791a02ca93445034,44,39,Higher National Diploma (full-time),Undergraduate (full-time),Collective Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,6,
4386846d386108651e6d9ba77a682289,36,37,Higher National Diploma (full-time),Higher National Diploma (full-time),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,4,
f03d031c9ee8dc9f5519568154c31616,39,38,Secondary School (Academic Route (Junior)),Undergraduate (full-time),Private Enterprise,State-owned Enterprise,150000-200000,Yes,No,once every month,once every day,9,
4e878b1bcff7520a633aed89fa15ca3f,43,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Sole Trader,100000-150000,No,No,once every day,once every day,6,
50ac0961c0c14cb072f3e58ff9f39b27,38,36,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Unknown,Unknown,300000 and above,Yes,No,once every day,once every day,5,
1b903e8856d67abac6c19a23517e428c,41,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,8,
4f0a0337ffc464aa3830573b0431c0df,44,44,Postgraduate,Higher National Diploma (full-time),Public Sector,Unknown,150000-200000,No,No,once every day,once every day,1,
bdd5bfb37c46d42129482a2707b623ec,41,41,Higher National Diploma (full-time),Postgraduate,Public Sector,State-owned Enterprise,300000 and above,Yes,No,once every day,once every day,4,
108f30a3a749e7da45bf6735e381fbf5,41,40,Postgraduate,Undergraduate (full-time),Private Enterprise,Public Sector,200000-250000,Yes,No,once every day,once every day,3,
d614c5ab423f4a93bf93aef08549d70c,37,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
4561c34503330968430ed674f6cd508c,40,50,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once more than a year,once every day,1,
f8ca7ae9bf6db87f922bdf883fce9120,45,38,Secondary School (Academic Route (Junior)),Higher National Diploma (full-time),Others,Unknown,0-100000,Yes,No,once every day,once every day,9,
8353f7272f04423295be240520b37f51,40,40,Undergraduate (full-time),Undergraduate (full-time),State-owned Enterprise,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,2,
aef1312fddb2fe592fcd3629df469858,42,43,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Others,0-100000,Yes,No,once every day,once every day,2,
6cd252265bf2dacde57a2449bb25504d,45,43,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Collective Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,3,
c1171d49afd49d4825dbb7f856085bad,38,38,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Others,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,3,
8a9a932ee97b6d23e2c0fa3bdfc6a166,39,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,150000-200000,No,No,once every day,once every day,4,
b9426c04a5a6a32ef10d9087c5771cfb,44,42,Secondary School (Academic Route (Senior)),Undergraduate (part-time),Public Sector,State-owned Enterprise,100000-150000,Yes,Yes,once every week,once every week,2,
14af87dccc6ce9c20016837f4ff40a1b,47,43,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,10,
6fdd41c951d55d4640aa823a35cdcb27,38,43,Secondary School (Academic Route (Junior)),Primary School,Unknown,Public Sector,0-100000,No,No,once more than a year,once every day,3,
d55029aea588196b7dece06956326180,38,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,300000 and above,No,No,once every day,once every day,5,
1770a9473cf5a57d785f2fb28c92eb5c,39,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every week,once every day,4,
bf8da3b1f264179bda853a4bf87fb334,41,38,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Others,100000-150000,Yes,No,once every day,once every day,4,
ad71f873c0b88164c878f54881d320de,42,41,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,5,
3194cec6e75b5f913fb1b658584fb5ac,39,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,1,
577f02d8611aa4078388c1502573e238,36,34,Undergraduate (part-time),Secondary School (Vocatioinal Route),Public Sector,Sole Trader,100000-150000,Yes,No,once every day,once every day,30,
ea8e7e2423bf28711b6f03bfb823a640,43,42,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
54ecd590752250feab176f25105fb69f,43,43,Undergraduate (full-time),Higher National Diploma (full-time),Public Sector,Private Enterprise,300000 and above,No,No,once every day,once every day,3,
417abdc00107dc23a79a446b7ab9e82b,39,37,Higher National Diploma (full-time),Undergraduate (full-time),Sole Trader,State-owned Enterprise,300000 and above,Yes,No,once every day,once every day,8,
812ab126fc9aec95a32668dca44d1474,40,38,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,7,
d4c1fffaf087c5c6edc1276c1ff0f2c8,37,36,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Sole Trader,Private Enterprise,0-100000,Yes,No,once every day,once every day,15,
61c770febaa8d260a94f0d3bbd77205a,40,42,Undergraduate (part-time),Undergraduate (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,6,
43e811e9dfd7be52c8a188283eebebad,42,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,4,
f3ab7696a710155ae9b0ad37bc0f30cd,50,48,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Sole Trader,150000-200000,Yes,No,once every day,once every day,8,
5b2decf371edd7f48940a3f7968ef033,42,41,Secondary School (Academic Route (Senior)),Primary School,Collective Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,5,
ef5c6faa5cefc010351f43da5b76798c,35,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,150000-200000,No,No,once every day,once every day,0,
69ff7952f42e2a2d5b8e220909f77e72,40,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Collective Enterprise,100000-150000,Yes,No,once every week,once every week,1,
75de1d1e52867249f89d60b3428186cb,40,39,Higher National Diploma (full-time),Secondary School (Vocatioinal Route),Public Sector,Private Enterprise,100000-150000,Yes,No,once more than a year,once every day,2,
b94dce3c6c96f28857d43170b6cc16f7,42,40,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Private Enterprise,Sole Trader,200000-250000,Yes,No,once more than a year,once every day,4,
1ea0d6e19bae4955377336548ed1c2b4,40,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Private Enterprise,0-100000,Yes,Yes,once every day,once every day,9,
6653de1eccebf52fee049fa7b68efa06,45,42,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
3a03b1b1ca37f739c1c583b49cd6b542,40,40,Undergraduate (full-time),Undergraduate (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,5,
6add029c7eb12de6a32b5a63ace780d3,38,40,Undergraduate (part-time),Higher National Diploma (full-time),Public Sector,Private Enterprise,100000-150000,Yes,No,once every day,once every day,6,
9c9052bdfe4f9871461b5170e34b1d37,40,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),State-owned Enterprise,Public Sector,150000-200000,Yes,No,once every day,once every day,5,
8455c14f082711237ad28f1ef92e9566,42,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
dbaffb4250a7f87385aa446f1ea94a7c,40,35,Secondary School (Academic Route (Senior)),Undergraduate (full-time),Sole Trader,Collective Enterprise,100000-150000,No,Yes,once every day,once every day,2,
1d1e571699fa47677464d985d46b457d,41,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,300000 and above,Yes,No,once every day,once every day,4,
b4e14623b7be68db17c24d6ae792591d,49,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,2,
5f9ba3ce14bc43477f5ae2c2285d44bb,38,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,2,
6ee8fbb78ab2acbf690412cfeefbfce7,38,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,100000-150000,Yes,Yes,once every day,once every day,11,
5e15813d71896b342c42a1698800463a,36,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,Unknown,0-100000,Yes,No,once every day,once every day,2,
359689f68845174aae39d0bb24272d06,40,39,Undergraduate (full-time),Higher National Diploma (full-time),Public Sector,Private Enterprise,100000-150000,Yes,No,once every week,once every day,4,
761fe52c93e2678735567ea651b91173,40,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Unknown,0-100000,Yes,Yes,once every week,once every day,2,
690f5f7ff654abe212c814f50af4c64a,35,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,100000-150000,No,Yes,once every day,once every day,1,
f700b66888c7dcd2177cda77afe0fab5,37,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Public Sector,Private Enterprise,0-100000,Yes,Yes,once every six months,once every day,3,
9a3337da1926514d9794283470cd8f91,41,40,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,2,
b830e7e96ab11e36530c4acfd552e24e,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,4,
c08e581351500f204735706c34f93d6e,36,36,Secondary School (Academic Route (Junior)),Primary School,Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,0,
0005ba6ae20054d25a2de46ead4fe9f2,39,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Foreign-funded Enterprise,0-100000,Yes,No,once every day,once every day,1,
5ac0040baf5887e549e39cd2657b9e23,60,50,Unschooled,Primary School,Unknown,Unknown,0-100000,Yes,Yes,once every day,once every day,0,
f12d4f9ca0050cd6542892d16e61c446,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Collective Enterprise,0-100000,No,No,once every day,once every day,12,
32f5cee9a2c3c3a8b5850d7a90a7dc4f,40,40,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,5,
d01431637cb373787154c37479b85d15,40,40,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Collective Enterprise,Private Enterprise,0-100000,No,No,once more than a year,once more than a year,10,
c8ee16c26bd16aa52d9a8cb2d14d9733,33,33,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Sole Trader,Public Sector,150000-200000,Yes,No,once every week,once every week,3,
696ea50bd9dfb9810a7daa7f57c8e0ee,51,40,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
9cf169eb44fab6f9ffeb00d3bb330f67,42,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,14,
5e71f84c2b1689467a3586e8ae9c6fed,38,40,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,200000-250000,No,Yes,once every day,once every day,6,
4bc1ab49889f5315f1d1d8d991e92cfc,36,37,Undergraduate (full-time),Undergraduate (part-time),Public Sector,Public Sector,300000 and above,Yes,Yes,once every day,once every day,23,
49a6c15a3cefdee96862766be80c01de,51,39,Undergraduate (part-time),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,300000 and above,Yes,No,once every week,once every day,5,
5a3481bcd1b9c6e4ff6d761c7f1269fc,36,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Collective Enterprise,0-100000,Yes,No,once every day,once every day,4,
cc223f9d7af31aa835e93013346bdbfa,40,39,Postgraduate,Undergraduate (full-time),Private Enterprise,Unknown,300000 and above,No,No,once every day,once every day,4,
034368441b6faca0bfc6259c5d45270a,50,47,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
acebed4f9a9cea88a5a72ebffcb896b5,40,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,3,
bb5e067b9b5ebc5bd4527d8bf1af7e67,42,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Unknown,100000-150000,Yes,No,once every day,once every day,3,
8c751b17f683c3dbc8a49e2a31e0e0da,36,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,8,
92589b5b054893664dba213cc38329e9,36,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,7,
3bee383694c9f5cd002f7dda790fc974,36,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
7250eb3944f4a3a64110172548805c65,41,41,Undergraduate (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,150000-200000,Yes,No,once every day,once every day,2,
be43ea62a223e4bc66d3daddcd65ef09,41,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Sole Trader,0-100000,Yes,No,once every day,once every day,3,
5455bfd3410b3fc1cbae696e52c21c8c,43,40,Postgraduate,Higher National Diploma (part-time),Sole Trader,Sole Trader,300000 and above,No,No,once every day,once every day,6,
b90ad0052c0d35cb97bae6ed9861db6c,43,40,Undergraduate (part-time),Secondary School (Vocatioinal Route),Public Sector,Others,0-100000,Yes,No,once every day,once every day,1,
1431bd1ae514ae76563c3584ad8d571c,44,41,Undergraduate (full-time),Secondary School (Academic Route (Junior)),Public Sector,Others,0-100000,Yes,No,once every day,once every day,2,
d36bd7f3ea2fbd422499a6096236eecc,36,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,No,No,once every six months,once every day,2,
989728d3a0ec8b0354a193f81d10c1a3,39,35,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Unknown,Private Enterprise,0-100000,Yes,No,once every day,once every day,5,
ea0c571de5c193a945ec0962dbe369ba,40,37,Undergraduate (full-time),Higher National Diploma (full-time),Private Enterprise,Sole Trader,100000-150000,Yes,No,once every month,once every day,2,
f22be80cda0a1afd6f84cf988a02eaec,41,39,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,Yes,Yes,once every day,once every day,0,
3a53682785a25162e9b7bd809aa7d240,39,34,Undergraduate (part-time),Undergraduate (full-time),Public Sector,Public Sector,100000-150000,No,No,once every day,once every day,10,
3cb847ce883ba035305f35e22a0cd8b3,41,40,Undergraduate (part-time),Undergraduate (part-time),Unknown,Public Sector,200000-250000,Yes,No,once every week,once every day,4,
6084d7db4097dc0c841396447d28e64c,47,45,Primary School,Primary School,Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,8,
e3a6858e1db1a108c8dc29125a4e8ca2,36,40,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
58c3e3c89d01c6228e60ad0a92ef9f23,52,48,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Collective Enterprise,State-owned Enterprise,100000-150000,No,No,once every day,once every day,0,
df5f92870c45f8042f00e9bc1eee57dd,42,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once every month,once every day,3,
314782989e179ea39c49b16c8c6dd33e,39,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,10,
3222e3de15b02f4e8f4612af1ff3413a,47,48,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,10,
83c797b6beb625a0e9dcd1a388b66c54,38,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Others,100000-150000,Yes,No,once every day,once every day,6,
b9dff4ae72dd248dcc55b8e992946fb4,41,42,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,1,
6872c5c1a84d5ff2c7eb45d564b70366,35,32,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,4,
207527c6453837f7376ecff9aa792ab7,56,41,Secondary School (Academic Route (Junior)),Primary School,Others,Others,0-100000,No,No,once every day,once every day,1,
be9bdce28eb330cb07c778aa2f3c3799,40,37,Higher National Diploma (full-time),Higher National Diploma (full-time),Unknown,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,3,
a7d68d9c6f72b13c7c110ad52017136d,40,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Foreign-funded Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,6,
fab322fe4b35ff9f0ef702a173950f7a,44,47,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,6,
e321a9905394efa79546e270511f8497,47,40,Secondary School (Academic Route (Junior)),Higher National Diploma (full-time),Public Sector,Collective Enterprise,0-100000,Yes,No,once every day,once every day,2,
214828708c6180692251a71cc6e4d14f,40,40,Higher National Diploma (full-time),Higher National Diploma (full-time),Collective Enterprise,Collective Enterprise,150000-200000,Yes,No,once every day,once every day,5,
a0100264d6c761a8396be338db8c6754,37,38,Secondary School (Academic Route (Senior)),Primary School,Collective Enterprise,Unknown,100000-150000,Yes,No,once every day,once every day,5,
e5d98cbbd843ccd46e8b3ba1a900eaaa,41,40,Undergraduate (full-time),Undergraduate (full-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,3,
c8ed78769bb1d695e71fee19c62b2726,43,40,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Public Sector,150000-200000,Yes,No,once every day,once every day,4,
492dcaef5b5535d7a927a1d3ae4b40fe,48,46,Postgraduate,Undergraduate (part-time),Public Sector,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,4,
9c89a02f937aa4f3c12fd22b7bfb765e,43,44,Higher National Diploma (full-time),Higher National Diploma (full-time),Unknown,Unknown,200000-250000,Yes,No,once every day,once every day,2,
24a012591f03fb3e88d2641552168302,40,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,1,
a026794fa39dbbece71709a78baa2e0b,41,38,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Unknown,Unknown,100000-150000,Yes,No,once every week,once every day,7,
4f3496f276fabf7e64e427a97c724892,38,35,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,3,
05bedf7cd2670ff22bc7510980963386,33,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),State-owned Enterprise,State-owned Enterprise,100000-150000,No,No,once every day,once every day,4,
16f02c3ee50202be98dd90dade61ce24,39,39,Undergraduate (full-time),Secondary School (Academic Route (Senior)),State-owned Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
2f4cc5b086fbd8635b65f5e4601f7e84,38,39,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Unknown,Unknown,150000-200000,Yes,Yes,once every week,once every week,0,
bcc22f29098eb7f7fbc6bc163b5bf2ce,40,38,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Others,Unknown,150000-200000,Yes,Yes,once every day,once every day,5,
43f162e013f345881eee857d8f3c645c,39,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,200000-250000,Yes,No,once every day,once every day,20,
61b5638dd43c62ddd429ce87aebcadef,40,35,Secondary School (Academic Route (Senior)),Higher National Diploma (full-time),Public Sector,Unknown,200000-250000,Yes,No,once every day,once every day,3,
ca7a0b917f9f9a7b65e22d537d9338b4,38,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every week,3,
62c9191363cb36b826b950301239e469,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,2,
0156ce3b8bb542e37c3136c37bc3757f,40,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,0-100000,Yes,No,once every day,once every six months,0,
d2d88fd16f1dbd335507a85d749cf00a,36,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,4,
6b6e168b292427bc524b920132f31d10,32,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Collective Enterprise,100000-150000,No,No,once every day,once every day,3,
6e48dc215c9960c9969e44625f3a30f2,38,33,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,8,
4e7ff8b1c46c1f6c2275f94b76ecac84,43,37,Higher National Diploma (full-time),Undergraduate (part-time),Public Sector,Others,0-100000,Yes,No,once every day,once every day,5,
15f7e66c397934e2e61eff2bd6f17872,43,37,Undergraduate (full-time),Undergraduate (part-time),Private Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,1,
